HH_ID,ResType,ResStatus,HHInc,HHNbr,MWrkHrs,MEdu,FWrkHrs,FEdu,FBirth,F_Rel,MBirth,M_Rel,Cable,Cats,Dogs,YogExp,DinExp,HHIn1,HHIn2,HHIn3,HHIn4,HHIn5,HHIn6,HHIn7,HHIn8,HHIn9,HHIn10,HHIn11,HHIn12,HHIn13,ResType1,ResType2,ResType3,ResType4,ResType5,ResStatus1,ResStatus2,MUndergrad,MGrad,FUndergrad,FGrad,Married,BuyYog,BuyDin,FAge,MAge
1124008,3,1,5,2,15,4,5,5,1918,1,1916,2,1,0,1,0.00,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,70,72
1124032,3,1,3,2,0,4,0,3,1913,1,1910,2,1,0,0,2.45,8.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,75,78
1124040,2,2,3,2,0,0,29,9,1939,1,1939,0,1,0,0,13.89,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,49,49
1124073,3,1,10,4,60,5,37,5,1960,1,1960,2,0,0,1,50.20,113.71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,28,28
1124172,5,1,2,1,0,0,0,4,1922,1,1922,0,1,0,0,84.69,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,66,66
1124206,1,2,6,5,40,8,15,8,1952,1,1949,2,1,0,0,35.02,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,36,39
1124248,1,2,2,1,0,0,0,8,1919,1,1919,0,1,0,0,12.82,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,69,69
1124255,3,1,7,2,0,7,0,9,1922,1,1921,2,1,0,0,0.45,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,66,67
1124271,1,2,3,1,0,0,0,7,1913,1,1913,0,1,0,0,17.75,36.40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,75,75
1124305,3,1,5,2,40,6,53,7,1961,1,1960,2,1,1,0,28.62,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,27,28
1124313,3,1,2,2,0,3,0,5,1922,1,1915,2,1,0,0,0.00,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,66,73
1124339,3,1,7,2,50,7,0,9,1932,1,1928,2,1,0,0,43.87,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,56,60
1124362,3,3,3,1,0,4,0,0,1916,0,1916,2,1,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,72
1124388,3,1,4,1,0,0,0,6,1917,1,1917,0,1,0,0,24.31,47.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,71,71
1124446,1,2,4,1,0,0,42,9,1959,1,1959,0,1,0,0,167.45,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,29,29
1124461,3,1,6,3,40,5,37,5,1958,1,1955,2,1,0,0,29.03,80.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,30,33
1124495,3,1,8,4,40,9,40,9,1952,1,1952,2,1,0,1,70.72,183.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,36,36
1124511,3,1,5,4,12,9,40,10,1952,1,1949,2,1,0,1,13.79,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,36,39
1124552,3,1,11,4,40,9,15,8,1945,1,1940,2,1,0,1,10.56,22.86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,43,48
1124578,3,1,2,1,0,0,0,5,1923,1,1923,0,1,0,0,41.76,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,65,65
1124594,4,2,5,2,0,0,40,8,1961,1,1961,0,1,0,1,36.00,55.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,27,27
1124602,2,1,13,3,45,8,0,9,1952,1,1945,2,1,0,0,21.95,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,36,43
1124610,3,1,6,3,50,11,0,6,1946,1,1944,2,1,0,1,24.48,34.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,42,44
1124651,3,1,4,2,0,8,0,5,1924,1,1918,2,1,0,0,0.48,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,64,70
1124677,1,2,4,1,0,0,40,9,1954,1,1954,0,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,34,34
1124701,3,1,7,2,30,8,40,4,1936,1,1933,2,0,0,0,6.32,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,52,55
1124792,3,1,4,4,0,4,25,8,1933,1,1924,2,1,0,0,1.60,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,55,64
1124875,3,1,7,4,50,7,40,7,1953,1,1955,2,1,1,0,23.65,90.61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,35,33
1124883,3,1,4,1,0,0,0,8,1909,1,1909,0,0,0,0,0.47,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,79,79
1124925,3,1,11,3,40,8,24,9,1944,1,1932,2,1,0,0,47.76,93.60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,44,56
1124966,3,1,7,3,50,9,40,5,1941,1,1939,2,1,0,0,68.66,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,47,49
1124982,3,1,9,4,48,9,44,8,1943,1,1940,2,1,0,2,2.78,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,45,48
1125088,3,1,11,2,40,6,40,5,1928,1,1927,2,1,1,0,30.93,82.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,60,61
1125120,3,1,4,5,50,5,60,5,1951,1,1951,2,1,0,0,0.00,8.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,37,37
1125153,3,1,3,2,0,0,40,8,1946,1,1946,0,0,2,1,2.84,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,42,42
1125229,2,2,4,4,50,8,0,8,1958,1,1957,2,1,0,0,35.96,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,30,31
1125245,3,1,9,4,50,5,40,5,1951,1,1951,2,1,1,0,1.04,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,37,37
1125286,3,1,11,4,40,8,40,8,1950,1,1951,2,1,0,0,17.00,30.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,38,37
1125302,5,1,6,2,40,5,40,8,1957,1,1955,2,1,1,0,14.29,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,31,33
1125377,5,1,1,1,0,0,40,3,1917,1,1917,0,0,0,0,33.69,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,71,71
1125393,3,1,6,1,0,0,0,7,1921,1,1921,0,0,0,0,3.51,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,67,67
1125435,3,1,6,2,0,8,0,8,1921,1,1922,2,0,0,0,26.95,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,67,66
1125468,6,2,6,4,40,8,40,9,1953,1,1947,2,1,0,1,75.36,140.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,35,41
1125484,3,1,11,4,60,4,40,5,1959,1,1959,2,1,0,0,112.94,72.50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,29,29
1125526,3,1,4,4,40,7,0,7,1961,1,1948,2,1,0,1,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,27,40
1125567,3,1,10,2,20,11,22,11,1928,1,1916,2,1,0,0,9.00,26.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,60,72
1125575,1,2,2,1,0,0,40,5,1947,1,1947,0,1,0,0,0.00,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,41,41
1125583,3,1,9,3,53,5,36,4,1938,1,1936,2,1,0,1,0.00,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,50,52
1125591,3,1,6,4,40,9,28,9,1954,1,1953,2,1,1,0,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,34,35
1125633,3,1,5,2,20,8,15,8,1922,1,1919,2,1,0,0,2.64,7.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,66,69
1125641,3,1,9,4,40,9,0,9,1955,1,1952,2,0,0,0,9.63,10.54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,33,36
1125732,3,1,6,6,55,5,0,6,1947,1,1943,2,1,0,0,16.43,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,41,45
1125757,3,1,5,4,40,5,40,3,1941,1,1945,2,1,0,1,0.60,1.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,47,43
1125807,3,1,4,4,40,4,0,4,1947,1,1943,2,1,0,0,21.80,61.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,41,45
1125815,3,1,7,3,40,9,40,9,1958,1,1958,2,1,0,0,1.80,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,30,30
1125831,3,1,2,1,0,0,0,6,1916,1,1916,0,1,0,0,0.00,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,72,72
1125849,3,1,6,4,40,8,36,7,1949,1,1952,2,1,0,0,45.95,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,39,36
1125906,3,1,6,2,45,5,25,5,1932,1,1937,2,1,0,1,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,56,51
1125922,3,1,5,4,60,7,20,5,1949,1,1947,2,1,0,1,2.85,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,39,41
1125930,3,1,6,3,40,4,40,5,1946,1,1944,2,0,0,2,8.80,9.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,42,44
1126060,3,1,4,1,0,0,0,5,1912,1,1912,0,1,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,76,76
1126086,3,1,8,6,40,11,16,9,1950,1,1951,2,1,0,1,221.06,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,38,37
1126144,3,1,5,5,40,5,0,8,1951,1,1950,2,1,0,0,1.87,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,37,38
1126185,3,1,4,2,0,3,0,5,1917,1,1918,2,1,0,0,3.00,4.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,71,70
1126193,3,1,8,5,60,8,15,5,1956,1,1954,2,1,0,0,42.11,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,32,34
1126243,3,1,7,5,42,9,42,7,1954,1,1953,2,1,0,0,10.78,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,34,35
1126268,3,1,10,2,40,8,47,6,1934,1,1933,2,1,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,54,55
1126318,4,2,1,1,0,0,0,3,1904,1,1904,0,0,0,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,84,84
1126367,3,1,5,4,40,5,40,3,1962,1,1962,2,1,0,1,17.46,63.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,26,26
1126375,3,1,6,1,0,0,42,5,1928,1,1928,0,0,0,0,17.96,84.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,60,60
1126441,3,1,3,2,0,3,0,8,1922,1,1909,2,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,66,79
1126466,3,1,5,2,0,0,42,8,1949,1,1949,0,1,1,0,31.48,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,39,39
1126482,3,1,5,3,10,5,0,8,1917,1,1914,2,0,0,0,12.55,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,71,74
1126490,3,1,6,2,0,5,0,6,1924,1,1922,2,1,0,0,46.94,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,64,66
1126607,3,1,6,4,45,5,0,7,1961,1,1960,2,1,0,2,94.29,225.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,27,28
1126656,3,1,14,4,50,10,30,9,1960,1,1959,2,1,0,0,114.26,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,28,29
1126664,3,1,4,2,0,8,0,6,1924,1,1914,2,1,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,64,74
1126698,3,1,5,3,0,0,55,8,1942,1,1942,0,1,2,1,257.49,979.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,46,46
1126706,1,3,1,1,0,0,0,7,1905,1,1905,0,1,0,2,0.44,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,83,83
1126805,3,1,5,2,40,4,0,5,1937,1,1936,2,1,0,1,1.08,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,51,52
1126813,3,1,3,2,0,0,0,6,1920,1,1920,0,1,2,0,3.17,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,68,68
1126821,1,2,3,1,0,0,40,4,1946,1,1946,0,1,0,0,99.54,320.21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,42,42
1126847,3,2,10,4,80,5,45,7,1946,1,1947,2,1,0,1,0.00,5.69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,42,41
1126854,5,1,4,2,45,8,49,8,1960,1,1955,2,1,0,0,32.99,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,28,33
1126946,3,1,7,4,40,9,58,5,1950,1,1949,2,1,0,0,2.61,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,38,39
1126961,3,1,3,1,0,0,40,5,1931,1,1931,0,1,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,57,57
1126987,3,1,11,4,40,8,0,6,1932,1,1929,2,1,0,1,4.50,11.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,56,59
1127001,3,1,3,2,0,3,0,3,1928,1,1930,2,1,0,0,33.87,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,60,58
1127084,3,1,4,1,0,0,0,8,1921,1,1921,0,1,0,0,17.84,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,67,67
1127134,3,1,11,2,52,6,40,8,1933,1,1932,2,1,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,55,56
1127167,3,1,9,4,40,9,40,9,1959,1,1959,2,1,0,0,55.62,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,29,29
1127183,5,1,4,2,0,0,20,8,1950,1,1950,0,1,0,0,22.09,64.80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,38,38
1127191,3,1,7,2,0,0,58,10,1945,1,1945,0,1,0,1,42.79,59.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,43,43
1127290,3,1,9,2,40,5,40,7,1959,1,1957,2,1,0,0,0.00,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,29,31
1127357,3,1,9,3,45,8,25,8,1943,1,1942,2,1,0,2,49.92,158.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,45,46
1127464,3,1,10,4,65,8,40,8,1945,1,1943,2,1,0,1,3.75,5.70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,43,45
1127498,3,1,4,2,0,0,40,7,1950,1,1950,0,1,1,0,7.75,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,38,38
1127530,3,1,7,2,45,9,40,9,1959,1,1958,2,1,0,0,3.54,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,29,30
1127563,3,1,3,3,40,5,25,4,1927,1,1922,2,0,1,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,61,66
1127571,3,1,9,4,50,7,30,7,1939,1,1932,2,1,0,0,3.37,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,49,56
1127621,3,1,9,2,55,9,50,9,1963,1,1961,2,0,0,0,7.76,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,25,27
1127639,5,2,1,2,0,0,25,8,1950,1,1950,0,0,0,1,647.46,1138.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,38,38
1127647,3,1,6,6,45,11,0,9,1955,1,1955,2,0,0,1,403.56,768.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,33,33
1127670,3,1,1,2,53,7,0,8,1936,1,1932,2,1,0,0,138.09,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,52,56
1127738,3,1,7,3,60,9,38,7,1953,1,1952,2,1,0,0,34.35,63.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,35,36
1127746,3,1,5,4,32,9,0,9,1951,1,1948,2,0,0,0,65.10,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,37,40
1127761,3,1,9,4,60,8,40,6,1952,1,1954,2,1,0,0,32.84,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,36,34
1127860,3,1,6,5,45,9,0,7,1950,1,1948,2,1,0,0,3.11,18.20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,38,40
1127902,3,1,3,2,45,4,2,5,1932,1,1919,2,1,0,0,33.55,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,56,69
1127910,3,1,7,2,48,5,40,5,1935,1,1930,2,0,0,0,3.60,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,53,58
1127985,3,1,6,1,0,0,40,8,1926,1,1926,0,0,1,0,15.89,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,62,62
1128017,3,1,6,4,40,5,40,5,1961,1,1960,2,1,0,0,13.54,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,27,28
1128041,4,1,14,2,55,10,0,9,1928,1,1926,2,1,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,60,62
1128066,3,1,11,4,40,9,45,10,1950,1,1949,2,1,0,1,82.34,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,38,39
1128082,3,1,9,5,38,9,40,7,1948,1,1948,2,1,1,1,37.44,59.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,40,40
1128132,3,1,5,2,0,7,0,6,1918,1,1914,2,1,0,0,0.00,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,70,74
1128140,5,1,5,1,0,0,36,9,1962,1,1962,0,0,0,1,0.89,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,26,26
1128173,3,1,6,3,0,0,40,11,1948,1,1948,0,1,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,40,40
1128181,3,1,11,3,42,9,50,9,1932,1,1932,2,1,0,1,29.91,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,56,56
1128199,3,1,2,1,0,0,0,5,1920,1,1920,0,0,0,0,92.44,296.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,68,68
1128223,3,1,5,2,15,5,0,5,1923,1,1916,2,0,1,0,169.28,507.60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,65,72
1128231,3,1,2,5,48,6,22,8,1954,1,1951,2,1,1,0,0.00,1.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,34,37
1128256,3,1,6,2,0,9,0,9,1924,1,1923,2,1,1,0,83.71,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,64,65
1128272,3,1,2,1,0,0,0,5,1916,1,1916,0,1,0,0,6.25,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,72,72
1128348,4,2,7,1,0,0,20,6,1935,1,1935,0,1,0,1,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,53,53
1128371,3,1,5,3,40,4,30,8,1932,1,1927,2,1,0,2,13.17,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,56,61
1128405,3,1,7,4,40,7,25,3,1940,1,1940,2,1,1,1,4.07,24.40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,48,48
1128413,3,2,4,1,0,0,50,7,1958,1,1958,0,1,0,0,4.56,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,30,30
1128421,3,1,8,4,40,10,40,10,1954,1,1915,2,1,0,0,78.03,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,34,73
1128462,3,1,10,4,40,9,40,9,1955,1,1954,2,1,0,1,88.16,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,33,34
1128488,3,1,7,5,43,9,30,8,1949,1,1947,2,1,0,0,2.96,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,39,41
1128504,3,1,7,4,40,8,36,7,1950,1,1949,2,1,0,1,554.28,951.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,38,39
1128512,1,2,4,1,0,0,40,9,1946,1,1946,0,1,0,0,15.63,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,42,42
1128520,3,1,6,2,60,4,40,7,1951,1,1941,2,1,1,1,1.90,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,37,47
