HH_ID,ResType,ResStatus,HHInc,HHNbr,MWrkHrs,MEdu,FWrkHrs,FEdu,FBirth,F_Rel,MBirth,M_Rel,Cable,Cats,Dogs,YogExp,DinExp,HHIn1,HHIn2,HHIn3,HHIn4,HHIn5,HHIn6,HHIn7,HHIn8,HHIn9,HHIn10,HHIn11,HHIn12,HHIn13,ResType1,ResType2,ResType3,ResType4,ResType5,ResStatus1,ResStatus2,MUndergrad,MGrad,FUndergrad,FGrad,Married,BuyYog,BuyDin,FAge,MAge
1148239,3,1,5,4,40,4,45,4,1956,1,1946,2,0,0,1,139.72,670.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,32,42
1148254,3,1,1,1,0,0,35,3,1930,1,1930,0,0,0,1,3.65,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,58,58
1148296,3,1,7,2,0,8,0,5,1915,1,1915,2,0,0,3,3.12,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,73,73
1148312,1,2,4,1,0,0,60,8,1921,1,1921,0,0,0,0,4.84,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,67,67
1148320,3,1,8,2,0,8,0,8,1925,1,1923,2,1,0,0,1.13,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,63,65
1148379,3,1,7,4,40,9,25,6,1959,1,1947,2,0,0,1,66.88,207.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,29,41
1148395,3,1,4,2,0,5,40,5,1925,1,1919,2,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,63,69
1148403,3,1,4,2,0,0,44,9,1928,1,1928,0,0,2,2,12.59,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,60,60
1148429,3,1,3,2,0,5,0,7,1923,1,1920,2,0,0,0,0.88,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,65,68
1148452,3,1,6,4,40,4,45,5,1958,1,1953,2,1,1,1,67.77,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,30,35
1148478,3,1,5,5,40,9,24,7,1949,1,1945,2,0,1,0,26.05,159.80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,39,43
1148528,3,1,11,4,55,9,20,4,1934,1,1933,2,0,0,0,1.09,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,54,55
1148536,3,1,2,1,0,0,14,2,1918,1,1918,0,1,0,0,219.46,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,70,70
1148577,3,1,5,4,50,9,0,7,1954,1,1954,2,0,0,0,139.44,355.30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,34,34
1148601,3,1,11,3,48,5,50,5,1941,1,1932,2,1,0,0,71.43,195.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,47,56
1148668,3,1,9,4,50,5,40,7,1954,1,1955,2,1,0,1,26.96,65.10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,34,33
1148734,3,1,7,2,50,7,0,8,1921,1,1922,2,0,0,0,42.94,39.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,67,66
1148759,3,1,7,3,0,0,55,5,1954,1,1954,0,1,0,1,7.21,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,34,34
1148767,3,1,10,4,55,11,65,9,1938,1,1937,2,1,0,1,28.18,0.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,50,51
1148809,1,2,1,5,60,4,50,5,1954,1,1944,2,1,0,0,52.20,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,34,44
1148833,3,2,2,1,0,0,0,6,1918,1,1918,0,0,0,0,1.76,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,70,70
1148858,3,2,1,1,0,0,0,2,1907,1,1907,0,1,0,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,81,81
1148916,3,1,7,3,50,5,28,5,1946,1,1945,2,0,0,0,189.76,265.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,42,43
1148999,3,2,1,1,0,0,0,7,1930,1,1930,0,1,0,3,81.05,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,58,58
1149039,3,1,6,4,40,7,40,6,1944,1,1942,2,0,1,2,17.90,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,44,46
1149104,3,1,4,1,0,0,20,9,1930,1,1930,0,0,2,0,14.16,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,58,58
1149120,3,1,11,3,60,11,55,9,1940,1,1940,2,1,0,0,63.63,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,48,48
1149153,3,1,4,2,0,5,40,3,1928,1,1927,2,1,0,1,11.61,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,60,61
1149161,3,1,9,4,40,8,40,9,1954,1,1953,2,1,2,0,6.06,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,34,35
1149187,4,2,5,3,45,5,23,5,1962,1,1962,2,1,0,0,1.45,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,26,26
1149245,3,1,11,2,50,7,20,7,1926,1,1926,2,0,0,0,30.58,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,62,62
1149286,3,1,5,2,0,0,45,11,1943,1,1943,0,1,0,2,81.45,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,45,45
1149328,3,3,5,2,0,6,0,5,1915,1,1908,2,1,0,0,8.64,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,73,80
1149336,3,1,4,3,0,5,40,8,1943,1,1943,2,0,0,1,0.76,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,45,45
1149344,3,1,8,1,20,10,0,0,1925,0,1925,2,1,0,0,6.28,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,63,63
1149435,3,1,13,3,50,8,40,11,1930,1,1938,2,1,0,9,26.55,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,58,50
1149500,3,1,7,4,60,5,0,9,1953,1,1956,2,1,0,0,87.81,227.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,35,32
1149559,3,1,3,2,0,3,15,5,1922,1,1906,2,0,0,0,1.32,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,66,82
1149575,3,1,12,3,55,6,45,9,1939,1,1939,2,1,2,1,1.06,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,49,49
1149617,3,1,4,2,0,9,0,8,1923,1,1922,2,1,0,0,2.32,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,65,66
1149682,3,1,7,2,60,3,0,8,1930,1,1928,2,1,0,2,51.50,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,58,60
1149724,3,1,4,3,40,5,0,5,1932,1,1930,2,1,0,3,134.24,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,56,58
1149781,3,1,4,3,46,5,40,5,1940,1,1942,2,1,0,1,2.83,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,48,46
1149831,3,1,9,4,50,9,40,9,1955,1,1954,2,0,0,0,0.00,3.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,33,34
1149849,4,2,2,1,0,0,20,6,1923,1,1923,0,1,0,0,11.95,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,65,65
1149872,3,1,2,3,0,4,0,4,1933,1,1922,2,0,0,1,0.00,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,55,66
1149922,3,1,11,2,55,11,55,11,1942,1,1935,2,0,0,0,95.99,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,46,53
1149930,3,1,6,5,24,8,40,10,1949,1,1949,2,0,0,0,51.22,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,39,39
1149955,3,1,9,4,40,7,40,9,1956,1,1952,2,1,0,0,12.28,47.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,32,36
1149963,3,2,3,1,0,0,40,3,1925,1,1925,0,0,0,0,12.61,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,63,63
1150037,3,1,9,3,60,7,30,9,1957,1,1935,2,1,0,0,19.36,43.84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,31,53
1150045,3,1,6,3,40,7,40,9,1958,1,1957,2,1,0,0,84.45,173.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,30,31
1150094,3,1,4,1,40,7,0,0,1957,0,1957,2,1,0,0,0.00,5.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,31,31
1150151,3,1,8,2,0,5,0,9,1920,1,1915,2,0,0,0,0.69,2.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,68,73
1150177,3,1,10,5,60,11,70,11,1942,1,1943,2,1,1,0,32.64,83.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,46,45
1150185,3,1,5,1,0,0,32,8,1919,1,1919,0,1,0,0,6.54,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,69,69
1150243,3,1,8,3,50,10,60,9,1942,1,1939,2,0,0,1,8.28,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,46,49
1150268,3,1,6,2,40,3,16,5,1930,1,1927,2,1,1,0,7.70,24.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,58,61
1150367,3,1,6,2,50,4,45,8,1937,1,1937,2,1,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,51,51
1150375,3,1,3,1,0,0,0,10,1921,1,1921,0,0,0,0,24.74,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,67,67
1150383,3,2,2,2,40,7,11,8,1941,1,1941,2,1,4,0,32.35,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,47,47
1150391,3,1,5,2,0,8,40,11,1918,1,1911,2,1,0,0,1.85,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,70,77
1150433,3,1,6,3,45,5,40,5,1961,1,1953,2,1,0,1,5.45,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,27,35
1150441,5,2,2,3,0,0,0,3,1950,1,1950,0,1,2,0,0.00,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,38,38
1150466,3,1,8,2,0,0,40,7,1929,1,1929,0,0,0,0,7.92,23.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,59,59
1150516,3,1,11,5,50,9,25,9,1950,1,1949,2,1,0,1,153.87,353.10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,38,39
1150524,3,1,8,3,40,8,40,8,1959,1,1956,2,0,0,1,58.36,246.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,29,32
1150532,3,1,3,1,0,0,40,5,1954,1,1954,0,1,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,34,34
1150565,3,1,4,3,30,5,30,6,1949,1,1948,2,1,1,0,15.05,37.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,39,40
1150573,3,1,8,4,45,6,40,7,1954,1,1953,2,1,0,0,62.76,189.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,34,35
1150581,3,1,8,4,40,5,40,6,1948,1,1947,2,1,0,1,16.37,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,40,41
1150615,3,1,6,5,40,6,33,7,1958,1,1958,2,1,0,0,8.98,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,30,30
1150698,3,1,8,4,45,5,30,5,1943,1,1939,2,1,0,0,0.00,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,45,49
1150722,3,1,1,2,0,0,20,4,1919,1,1919,0,0,1,0,5.10,8.40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,69,69
1150797,3,1,7,3,60,8,0,4,1941,1,1934,2,1,0,0,4.78,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,47,54
1150862,3,1,14,3,40,10,0,8,1930,1,1924,2,0,0,0,0.00,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,58,64
1151001,1,2,6,2,0,0,36,6,1952,1,1952,0,1,2,0,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,36,36
1151019,3,1,2,3,0,4,0,0,1924,0,1924,2,0,0,0,10.90,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,64,64
1151043,3,3,5,1,0,0,26,3,1922,1,1922,0,0,0,0,33.98,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,66,66
1151050,3,1,14,2,40,8,40,9,1929,1,1926,2,1,0,1,0.99,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,59,62
1151084,1,2,5,1,0,5,0,0,1929,0,1929,2,1,0,0,5.88,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,59,59
1151092,3,1,7,4,50,11,6,8,1938,1,1938,2,1,0,2,76.70,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,50,50
1151118,3,1,10,4,48,4,46,8,1950,1,1948,2,0,0,1,12.11,43.78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,38,40
1151142,3,1,8,4,55,8,0,5,1953,1,1950,2,1,0,2,5.86,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,35,38
1151225,3,1,5,2,0,8,0,3,1918,1,1914,2,1,0,0,0.00,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,70,74
1151290,3,1,6,2,40,11,0,0,1952,0,1952,2,1,1,0,18.67,36.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,36,36
1151340,3,1,6,2,0,5,0,7,1917,1,1915,2,0,0,0,0.33,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,71,73
1151381,3,1,11,2,0,9,0,9,1918,1,1920,2,1,0,0,78.95,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,70,68
1151498,3,1,4,4,40,6,40,5,1946,1,1940,2,0,0,1,11.04,12.20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,42,48
1151514,3,1,7,6,50,9,52,10,1942,1,1941,2,0,0,0,5.97,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,46,47
1151522,3,1,6,2,0,11,0,10,1917,1,1912,2,0,0,0,5.63,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,71,76
1151555,3,1,8,2,50,7,40,7,1927,1,1926,2,1,0,0,34.31,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,61,62
1151563,3,1,5,4,45,5,40,5,1938,1,1931,2,0,0,0,15.19,43.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50,57
1151670,3,1,6,3,32,5,50,8,1959,1,1956,2,1,0,1,0.92,2.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,29,32
1151688,3,1,11,2,0,0,40,10,1930,1,1930,0,0,1,0,16.98,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,58,58
1151712,3,3,5,2,10,5,42,8,1958,1,1952,2,1,0,0,0.00,1.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,30,36
1151746,3,2,5,2,45,5,30,5,1931,1,1926,2,1,0,1,2.00,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,57,62
1151860,3,1,5,2,0,6,0,5,1920,1,1919,2,1,0,0,0.00,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,68,69
1151894,3,1,10,4,50,9,40,11,1936,1,1933,2,0,0,1,1383.36,2543.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,52,55
1151902,3,2,4,6,0,0,37,3,1939,1,1939,0,1,1,3,50.28,135.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,49,49
1151928,3,1,3,4,40,5,10,5,1959,1,1959,2,0,0,1,0.00,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,29,29
1151969,3,1,9,5,45,9,0,11,1953,1,1951,2,0,0,0,47.81,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,35,37
1151977,3,1,9,5,40,7,40,7,1950,1,1950,2,0,1,0,16.48,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,38,38
1152082,3,1,6,5,55,8,30,8,1945,1,1945,2,0,0,0,21.93,50.70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,43,43
1152116,3,1,9,4,45,7,45,9,1959,1,1958,2,1,0,0,42.84,116.40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,29,30
1152132,3,1,6,4,50,5,0,7,1956,1,1955,2,1,0,0,25.50,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,32,33
1152140,3,1,7,4,50,5,40,7,1952,1,1952,2,0,0,0,18.27,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,36,36
1152173,3,1,12,4,50,11,45,11,1948,1,1939,2,1,0,0,77.20,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,40,49
1152199,3,1,5,2,24,4,40,5,1930,1,1928,2,0,0,0,9.95,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,58,60
1152256,3,1,2,1,0,0,0,3,1921,1,1921,0,1,0,0,0.69,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,67,67
1152280,3,1,12,2,50,5,50,5,1931,1,1928,2,1,0,0,16.01,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,57,60
1152314,3,1,2,1,0,0,19,5,1924,1,1924,0,1,0,1,1.24,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,64,64
1152322,3,1,9,4,40,7,38,8,1950,1,1951,2,1,0,0,0.00,2.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,38,37
1152355,3,1,7,5,45,7,20,7,1952,1,1946,2,1,0,1,2.49,10.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,36,42
1152397,3,1,10,4,45,6,0,4,1947,1,1945,2,1,1,2,0.00,16.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,41,43
1152496,3,1,9,2,50,5,40,10,1951,1,1953,2,1,0,1,73.27,90.47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,37,35
1152553,3,1,3,1,0,0,46,7,1946,1,1946,0,1,3,0,5.19,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,42,42
1152561,3,1,3,5,50,9,25,7,1947,1,1948,2,1,2,1,0.50,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,41,40
1152587,3,1,2,2,0,5,0,6,1922,1,1917,2,1,0,0,21.69,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,66,71
1152611,3,1,7,4,40,3,40,3,1951,1,1953,2,0,0,0,5.96,7.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,37,35
1152652,3,1,6,4,60,8,25,7,1955,1,1955,2,1,0,0,9.37,24.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,33,33
1152694,3,1,5,3,40,7,0,8,1961,1,1959,2,1,1,0,2.50,8.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,27,29
1152744,3,1,4,4,40,5,0,5,1955,1,1953,2,1,0,1,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,33,35
1152850,3,1,5,2,40,5,40,5,1932,1,1932,2,0,0,0,10.37,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,56,56
1152876,3,1,7,4,50,8,0,8,1954,1,1955,2,1,0,0,9.60,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,34,33
1152926,3,1,7,7,52,7,48,8,1951,1,1951,2,0,0,0,69.12,118.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,37,37
1152942,3,1,6,4,40,9,5,7,1952,1,1958,2,1,1,0,940.77,999.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,36,30
1153007,3,1,5,2,0,6,0,9,1910,1,1909,2,1,0,0,2.33,9.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,78,79
1153023,3,1,5,4,40,5,0,7,1934,1,1932,2,1,0,2,213.41,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,54,56
1153106,3,1,10,4,50,8,40,8,1948,1,1947,2,1,0,1,29.22,49.98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,40,41
1153213,3,1,9,4,45,6,32,5,1951,1,1948,2,1,0,1,159.88,503.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,37,40
1153239,3,1,8,4,40,8,20,9,1952,1,1953,2,0,0,0,51.96,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,36,35
1153270,3,1,8,4,40,9,36,7,1956,1,1957,2,0,0,0,72.49,249.10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,32,31
1153304,3,1,5,2,40,4,0,5,1924,1,1925,2,0,0,0,6.90,0.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,64,63
